,DTP_1,DTS_1,GR_1,MD_1,NPHI_1,RT_1,RHOB_1
499,109.27425,,115.376144,249.48528,,18.673687,2.3446488
500,109.05723,,115.08131,250.00873,,18.14165,2.3174534
501,108.13266,,117.50119,250.4797,,18.438349,2.3002672
502,107.78639,,115.073875,251.00218,,18.16307,2.293413
503,109.861435,,114.10156,251.47209,,17.576414,2.2732666
504,112.47369,,124.29775,251.99547,,14.48615,2.2430665
505,113.885635,,127.92312,252.51888,,10.212515,2.2520304
506,112.501656,,128.98813,252.98833,,7.9788427,2.361765
507,104.79642,,129.26471,253.51172,,7.032867,2.490787
508,98.908295,,119.48697,253.9822,,8.15575,2.5239706
509,103.446884,,115.450195,254.5057,,12.0707855,2.4615755
510,110.30568,,121.20373,254.97449,,11.477128,2.4320965
511,110.83359,,121.46474,255.49919,,6.3782,2.4387355
512,106.16356,,108.780174,256.02368,,8.119685,2.3952188
513,104.42139,,103.3149,256.49252,,10.844358,2.4054577
514,97.859436,,104.72065,257.01605,,10.408816,2.4588673
515,84.414444,,87.913994,257.48666,,21.2894,2.475274
516,81.34503,,68.51608,258.00983,,35.31287,2.4549363
517,88.739944,,69.16397,258.47937,,33.73203,2.424445
518,97.25238,,71.238106,259.00278,,25.245583,2.3307457
519,100.28642,,67.65984,259.52615,,20.435442,2.250033
520,99.41229,,66.85687,259.99594,,19.233814,2.251818
521,97.72089,,65.20105,260.51865,,16.372599,2.2594573
522,96.32923,,66.00714,260.9895,,13.562417,2.2577536
523,95.60572,,65.77928,261.513,,12.414658,2.265025
524,96.91816,,66.88601,261.98212,,11.954514,2.26981
525,97.954315,,73.22069,262.50607,,10.9688835,2.3008595
526,98.0195,,81.42598,263.03134,,10.5552,2.3407137
527,95.9143,,87.49809,263.49982,,12.324228,2.3937716
528,88.2931,,80.33172,264.02338,,15.462817,2.4713278
529,80.67173,,69.42025,264.49356,,17.318869,2.5027974
530,78.747025,,66.7008,265.0175,,19.821585,2.5159585
531,81.06356,,67.58838,265.48666,,20.336515,2.5038438
532,82.56467,,69.146126,266.01013,,19.521149,2.4882793
533,84.14116,,70.95738,266.48102,,21.946848,2.4850461
534,87.41821,,74.15075,267.00366,,22.917255,2.4647858
535,88.745255,,78.43138,267.4735,,20.160416,2.4493067
536,90.63932,,85.85011,267.99683,,17.011984,2.4545958
537,92.394844,,91.09174,268.52026,,16.185244,2.481028
538,93.139465,,94.62458,268.9898,,15.954156,2.4878516
539,92.87326,,96.28387,269.51306,,16.58755,2.4693625
540,91.91374,,88.7658,269.9836,,14.619584,2.4025664
541,97.13803,,94.01258,270.50708,,10.983286,2.3899238
542,105.60143,,110.79601,270.97595,,17.319456,2.3961508
543,110.61636,,123.86396,271.50052,,21.2053,2.4023
544,110.39902,,130.0972,272.02518,,12.183343,2.4311237
545,108.35146,,128.32346,272.49393,,9.923858,2.41244
546,104.262,,121.680145,273.01743,,13.61615,2.3454113
547,104.40236,,116.28197,273.48798,,19.680067,2.3722014
548,107.19088,,114.01052,274.01132,,21.970943,2.4144514
549,106.84364,,115.04846,274.48077,,19.273714,2.3575034
550,105.17366,,120.24951,275.00418,,14.287651,2.34733
551,106.521835,,123.00486,275.52756,,10.81447,2.3639817
552,109.62851,,123.66211,275.99747,,9.1291,2.3644822
553,106.561615,,126.78931,276.51993,,8.894416,2.3729017
554,96.13995,,107.90906,276.9909,,12.436066,2.3885348
555,93.09746,,77.94135,277.5144,,11.601957,2.3537805
556,96.22378,,66.466156,277.98358,,8.707886,2.2905474
557,98.507965,,63.915554,278.50745,,8.70585,2.2504196
558,99.550316,,69.27654,278.97766,,9.424316,2.2522116
559,100.95936,,86.94241,279.50122,,11.307115,2.3740244
560,99.59184,,101.206154,279.96976,,14.478228,2.4779043
561,99.930336,,103.97904,280.49487,,14.4311495,2.4920692
562,105.35131,,113.69061,281.01895,,9.867914,2.4864712
563,104.12624,,117.15283,281.4881,,9.579385,2.4344864
564,100.577576,,98.24331,282.0115,,9.3906,2.3144152
565,99.87088,,80.010956,282.48233,,7.4035835,2.2676733
566,98.91658,,84.820274,283.00513,,10.928185,2.3438141
567,99.26402,,104.678665,283.4749,,12.286572,2.3529582
568,97.645515,,114.89485,283.9983,,13.751316,2.3751528
569,93.73192,,100.69935,284.52164,,19.072329,2.453793
570,92.72903,,92.01224,284.99124,,20.17577,2.431649
571,93.53535,,89.649734,285.51437,,17.952433,2.3716245
572,91.81493,,80.16365,285.985,,14.004767,2.306224
573,90.21867,,69.707436,286.50848,,15.069343,2.3186913
574,91.20759,,65.60628,286.97742,,15.298142,2.3343766
575,93.74112,,66.641846,287.50183,,16.515501,2.3018699
576,95.60323,,69.40886,288.02664,,17.447084,2.2865093
577,95.78453,,70.26384,288.4953,,14.489957,2.28058
578,95.24726,,74.67193,289.01886,,14.8217,2.2870276
579,94.45666,,81.307205,289.48932,,15.4067,2.3114095
580,95.82501,,79.46328,290.0128,,12.615771,2.3088782
581,97.36809,,72.58621,290.48218,,10.6392,2.2757041
582,97.971954,,70.799576,291.0056,,10.06995,2.2662137
583,98.92021,,86.44508,291.52896,,11.448642,2.335646
584,99.906715,,99.214455,291.99893,,13.108599,2.373418
585,101.93562,,105.234085,292.5213,,14.284,2.3023043
586,103.17295,,107.82669,292.99234,,16.701683,2.184493
587,103.62892,,114.154686,293.5158,,24.567799,2.1408007
588,104.234795,,118.56256,293.98508,,27.011799,2.182019
589,104.30626,,117.16019,294.50873,,20.93135,2.2248518
590,104.60752,,119.9678,294.97906,,19.152567,2.2141054
591,102.49851,,117.23973,295.50262,,17.4649,2.271356
592,97.75869,,105.23806,295.97125,,13.271772,2.3550398
593,95.379456,,94.033165,296.49622,,11.91245,2.370606
594,97.474304,,95.85565,297.02045,,11.5208435,2.3981352
595,99.19395,,104.02248,297.48947,,10.995443,2.3766005
596,97.79351,,103.339226,298.01294,,14.879883,2.3004284
597,92.5778,,87.42327,298.48367,,14.206734,2.3638706
598,94.886086,,73.7826,299.0066,,8.030229,2.3646078
599,99.58333,,72.09764,299.4763,,7.7205424,2.2868626
600,100.04835,,72.56813,299.9997,,9.6328,2.2672987
601,98.703896,,69.45744,300.52304,,11.173158,2.2573051
602,97.82217,,70.59439,300.99277,,11.674286,2.2616086
603,100.73269,,86.654785,301.5157,,14.249733,2.2378674
604,96.91137,,102.21039,301.98642,,27.4274,2.3210082
605,86.79342,,91.833755,302.5099,,40.11661,2.4407563
606,89.17389,,76.067505,302.97888,,31.42177,2.3867202
607,97.97056,,79.54983,303.50314,,17.712515,2.3606465
608,98.52114,,96.83243,304.0281,,22.159544,2.4492629
609,95.9772,,99.214455,304.48074,,23.460972,2.4428196
610,93.02254,,88.08105,305.03406,,20.649433,2.3818603
611,91.75435,,95.06832,305.4906,,23.718233,2.4215262
612,91.751854,,96.52352,306.01425,,21.44343,2.4203255
613,91.762985,,85.55974,306.48358,,15.1350155,2.3523052
614,90.93478,,80.5372,307.00702,,12.12825,2.309131
615,90.511406,,76.71646,307.4781,,10.564966,2.3052685
616,91.50666,,66.31038,308.0004,,8.455714,2.3035753
617,93.17159,,62.40871,308.4704,,7.167129,2.293508
618,94.2207,,65.66104,308.9937,,6.955217,2.2794423
619,93.61547,,67.76287,309.51715,,7.199029,2.2803855
620,93.32579,,66.93987,309.98657,,7.5451427,2.293061
621,92.99395,,68.953094,310.51013,,8.342816,2.3155432
622,91.61456,,72.720184,310.98047,,9.188533,2.3474705
623,89.849365,,83.09882,311.504,,11.714986,2.4116611
624,87.71194,,93.32145,311.97272,,14.671571,2.447949
625,85.84445,,91.191124,312.49753,,15.656666,2.4392495
626,87.94338,,79.3201,313.0219,,14.974771,2.4175057
627,91.018456,,73.55,313.49084,,13.4998,2.3596463
628,90.99008,,70.41461,314.01437,,14.533283,2.3662696
629,95.221985,,80.1482,314.48505,,16.289167,2.41196
630,101.96206,,105.80456,315.00806,,12.927973,2.4019248
631,98.94252,,111.713356,315.4777,,13.658273,2.4266887
632,93.33539,,93.44073,316.00113,,18.410715,2.428591
633,91.48011,,82.99316,316.5244,,26.322414,2.4001257
634,89.98536,,85.49834,316.99423,,32.080143,2.4113438
635,90.99854,,94.43106,317.517,,28.273401,2.4543824
636,93.25699,,102.1297,317.98782,,19.053833,2.4759045
637,90.74428,,91.589066,318.5113,,20.4222,2.424068
638,90.465675,,85.20045,318.98035,,20.748943,2.391522
639,94.88636,,93.00794,319.5045,,14.8047,2.4390109
640,92.15631,,101.24695,320.0296,,16.194414,2.4810417
641,84.1642,,92.6892,320.4981,,24.374615,2.4812598
642,79.15803,,79.35334,321.02173,,28.956549,2.4803836
643,84.71835,,77.7366,321.49194,,24.170633,2.4600685
644,96.200294,,74.53752,322.01575,,14.0906,2.3384037
645,100.752556,,82.93168,322.48495,,9.462172,2.3264706
646,97.80977,,94.06572,323.00842,,12.563151,2.4069817
647,94.28628,,88.83924,323.47937,,13.8106,2.3702803
648,95.189064,,75.89556,324.0019,,16.419699,2.2993133
649,97.40171,,71.3988,324.47177,,15.834185,2.262561
650,98.32059,,73.27251,324.99518,,13.764468,2.2481365
651,97.85951,,69.46008,325.51855,,16.393085,2.2452216
652,97.66404,,66.00023,325.98804,,20.005756,2.2468731
653,97.40292,,68.99831,326.51144,,17.770401,2.2402892
654,96.89241,,78.59504,326.98187,,18.453516,2.2777107
655,96.67262,,99.87616,327.50537,,34.423073,2.2942457
656,94.63161,,109.95221,327.9742,,34.51003,2.355486
657,91.671524,,101.00694,328.4989,,28.755102,2.4525242
658,92.24497,,95.88666,329.0234,,39.11276,2.4707003
659,92.93949,,97.05719,329.49225,,44.951256,2.457837
660,92.11056,,93.86664,330.01578,,47.9883,2.4104366
661,91.284454,,83.59366,330.4864,,45.73837,2.3625393
662,90.88671,,72.40693,331.00952,,47.92856,2.3228984
663,92.120766,,68.450294,331.4791,,49.9052,2.2893572
664,93.035576,,69.51996,332.0025,,52.61603,2.2639763
665,92.23423,,70.18966,332.52588,,49.135063,2.2778955
666,91.11988,,68.551056,332.9957,,40.039356,2.2908065
667,90.38111,,71.917206,333.51834,,33.83453,2.3422134
668,91.43295,,80.02753,333.98923,,25.485601,2.3461354
669,91.55055,,79.69496,334.51273,,22.285513,2.309962
670,92.83291,,77.95144,334.98184,,19.7299,2.3088293
671,97.226204,,83.68986,335.5058,,11.718483,2.306106
672,98.42851,,96.69183,336.03104,,12.322043,2.326206
673,95.531044,,100.96968,336.49954,,16.007944,2.3316958
674,92.34232,,95.08865,337.02313,,17.672983,2.375183
675,92.26993,,96.619606,337.4933,,20.1175,2.462557
676,95.73101,,93.81187,338.0172,,18.203215,2.392411
677,97.92098,,100.988266,338.4864,,16.43783,2.3275032
678,89.1967,,101.09632,339.00986,,31.026016,2.4141405
679,78.87142,,75.97436,339.48074,,37.632515,2.445629
680,81.6027,,65.17728,340.00333,,28.533245,2.376365
681,89.40247,,65.17855,340.4732,,20.839113,2.3320885
682,94.70761,,65.31118,340.99658,,11.203083,2.2923472
683,96.23198,,83.58027,341.51996,,9.4060135,2.3448408
684,97.03381,,106.73045,341.9895,,10.2565,2.4349666
685,96.16358,,109.76716,342.5128,,10.669983,2.436553
686,92.74012,,88.57111,342.9833,,13.42615,2.3488533
687,90.979416,,72.87874,343.5068,,16.64307,2.3185487
688,91.92848,,71.24354,343.97568,,19.196285,2.321302
689,92.04611,,72.985565,344.50024,,24.558899,2.3282585
690,92.95026,,73.93191,345.0249,,26.2343,2.3311942
691,95.69005,,73.69309,345.49365,,27.011555,2.3287098
692,98.262726,,74.26015,346.01718,,18.952284,2.2972913
693,96.94231,,81.987045,346.4877,,14.7942505,2.32414
694,93.78745,,87.26531,347.01102,,29.356327,2.3865068
695,92.59589,,85.699394,347.4805,,31.078741,2.367648
696,91.02508,,83.46109,348.0039,,28.719017,2.3330393
697,90.14102,,79.328964,348.52725,,28.8561,2.3492658
698,89.74125,,79.89019,348.9972,,25.498413,2.4041922
699,88.6138,,81.789116,349.51965,,26.605768,2.4426954
700,93.38944,,77.14661,349.99063,,18.978067,2.353591
701,99.94206,,72.606094,350.5141,,10.355271,2.2531474
702,101.94708,,72.23475,350.9833,,11.1296,2.2414358
703,100.23367,,78.07687,351.5072,,10.40355,2.293545
704,95.76175,,89.22404,351.97736,,13.277149,2.3970468
705,93.70089,,98.428535,352.50092,,15.558928,2.4171233
706,96.12854,,105.86073,352.96948,,16.897512,2.370361
707,97.122055,,109.77474,353.49463,,21.116316,2.314075
708,94.76286,,91.2575,354.01868,,16.590214,2.291661
709,95.21316,,74.78198,354.48776,,13.007057,2.2805312
710,95.660355,,71.20391,355.01126,,17.3646,2.2763832
711,96.06443,,72.60025,355.48206,,17.4814,2.2761388
712,99.5246,,80.941086,356.0048,,14.775772,2.2589579
713,95.47856,,90.70006,356.4746,,22.23193,2.3053958
714,81.38324,,80.93353,356.99802,,46.15555,2.426939
715,75.45712,,63.484234,357.52136,,68.62023,2.5034251
716,81.13772,,69.312256,357.99097,,57.975273,2.492773
717,89.63031,,86.437614,358.51407,,29.40928,2.4682407
718,92.373024,,94.248314,358.98474,,20.178566,2.4370575
719,92.54968,,81.92593,359.5082,,15.541914,2.3535533
720,92.611435,,71.75522,359.9771,,16.308802,2.3012676
721,93.53174,,75.1008,360.50156,,17.797567,2.2864943
722,95.37511,,76.75468,361.02637,,14.389244,2.27387
723,95.50267,,73.11284,361.49503,,17.79727,2.261237
724,94.43702,,70.64821,362.01862,,29.205069,2.2727482
725,94.37515,,71.48357,362.489,,33.81953,2.2773175
726,94.67848,,71.52032,363.01248,,30.709642,2.260829
727,92.62517,,73.66948,363.48187,,57.67959,2.2831175
728,90.58696,,81.03363,364.0053,,246.81868,2.349262
729,92.86014,,78.59097,364.52863,,388.73715,2.3417952
730,94.0402,,74.95324,364.99866,,321.10568,2.2897158
731,94.36832,,75.91218,365.52103,,221.49907,2.273507
732,95.68913,,73.78331,365.99207,,201.7771,2.271246
733,95.959335,,78.20604,366.51544,,212.82947,2.3059385
734,95.81625,,84.70554,366.9848,,162.2925,2.3531926
735,96.55267,,86.75558,367.5085,,73.02845,2.3664656
736,97.60223,,83.21097,367.97876,,74.89533,2.3336134
737,96.90849,,82.397545,368.50235,,103.5995,2.29506
738,95.59647,,83.12876,368.97095,,101.0384,2.2841904
739,94.712906,,80.8226,369.49594,,66.45108,2.28338
740,92.99634,,86.4369,370.02014,,47.504498,2.3656816
741,92.609436,,87.11604,370.48917,,36.4567,2.4071867
742,93.94474,,77.36354,371.01266,,22.103767,2.339816
743,95.10781,,71.19519,371.48346,,16.973333,2.288696
744,94.6818,,73.6943,372.0063,,14.143328,2.2713165
745,93.76964,,77.250626,372.476,,13.191815,2.3112755
746,98.25998,,92.56876,372.99942,,12.465218,2.4186466
747,101.80526,,109.802414,373.52277,,9.406685,2.4699407
748,96.39667,,99.15554,373.99246,,10.558,2.4488685
749,89.82802,,80.41462,374.5154,,13.126133,2.4077032
750,90.95685,,84.47078,374.98615,,14.324201,2.4123538
751,91.117714,,95.963234,375.50964,,17.587658,2.380413
752,90.60798,,98.14856,375.9786,,21.05043,2.2974954
753,97.05826,,103.241234,376.50287,,25.489565,2.2193651
754,99.18877,,111.824554,377.02783,,21.351288,2.3129544
755,93.84684,,99.477295,377.49643,,18.392172,2.428816
756,91.03681,,81.85205,378.02005,,18.025702,2.3976665
757,91.1608,,76.486946,378.49036,,15.957267,2.337639
758,88.74229,,78.015015,379.01398,,24.124857,2.3446434
759,84.62691,,75.06749,379.48334,,35.842228,2.4056082
760,80.95619,,69.94766,380.00674,,60.07988,2.4872532
761,83.699196,,71.19556,380.4778,,64.93727,2.463104
762,90.3513,,67.474106,381.00012,,48.197346,2.3407333
763,93.590126,,64.895836,381.49487,,40.159973,2.2754688
764,94.027245,,64.77555,381.9935,,39.51888,2.2696238
765,94.091324,,67.3743,382.5169,,37.509342,2.2749782
766,94.318054,,68.26597,382.98624,,30.373613,2.2693155
767,95.233795,,65.12678,383.50986,,19.470549,2.2533445
768,95.381226,,65.297005,383.98022,,14.267601,2.2429779
769,90.29778,,71.41424,384.50372,,16.9911,2.285182
770,85.8463,,78.258766,384.9724,,24.96596,2.3812857
771,85.80506,,84.73059,385.4973,,25.117369,2.473141
772,87.99645,,90.40909,386.02167,,21.647303,2.4728365
773,90.76778,,97.62721,386.49054,,23.153759,2.4223745
774,91.4604,,101.228905,387.01407,,19.572432,2.3949096
775,88.5737,,90.87705,387.48477,,15.588233,2.4266906
776,89.38596,,89.06101,388.00778,,17.5022,2.4186785
777,95.60752,,107.06433,388.47742,,21.057514,2.31473
778,98.92826,,118.3314,389.0008,,23.064034,2.2671561
779,94.90896,,104.78255,389.5242,,18.914114,2.3491738
780,92.1839,,96.927925,389.99396,,26.311972,2.422997
781,89.19324,,92.61543,390.51675,,33.541298,2.5038564
782,88.30452,,93.362885,390.98755,,24.3622,2.5211089
783,93.56792,,107.45658,391.51105,,18.948885,2.4138544
784,94.891045,,113.439476,391.98007,,21.674772,2.3626146
785,89.072,,102.284584,392.50427,,25.0827,2.46376
786,88.74422,,85.47293,393.02927,,23.011827,2.4628396
787,92.61055,,77.603836,393.49786,,23.77547,2.353282
788,94.51556,,71.58621,394.02145,,31.606134,2.2785842
789,95.990616,,68.49155,394.49167,,38.176685,2.2634962
790,95.44931,,70.594055,395.01544,,40.3755,2.2836823
791,93.210175,,81.79229,395.4847,,42.10213,2.3684115
792,92.782585,,88.38482,396.00818,,32.54278,2.4311087
793,92.56563,,81.051346,396.47913,,22.1332,2.350538
794,90.0871,,80.14684,397.00156,,19.178072,2.3203487
795,93.537834,,88.202255,397.47156,,14.205415,2.3830059
796,99.838036,,111.07224,397.9949,,9.449533,2.4812872
797,96.78584,,119.143654,398.51825,,13.057857,2.5112033
798,93.19606,,105.85896,398.98773,,18.708544,2.4676418
799,92.96405,,89.61624,399.51114,,23.40905,2.3795066
800,94.11625,,76.83266,399.98163,,27.612816,2.2946453
801,94.931755,,72.71623,400.50513,,31.383972,2.2751746
802,94.79543,,72.23067,400.97388,,48.907246,2.2750266
803,96.13766,,69.34064,401.49863,,71.292,2.271955
804,98.019005,,71.776794,402.02313,,58.32537,2.2721276
805,96.982994,,73.46441,402.49197,,40.90177,2.2723222
806,95.47513,,70.55126,403.01547,,26.50768,2.2746048
807,96.96526,,70.490944,403.48608,,17.327932,2.270319
808,98.243355,,72.56556,404.00928,,11.295644,2.2530894
809,96.07101,,76.946754,404.47882,,10.618872,2.263659
810,90.846886,,85.4119,405.0022,,13.729566,2.3537009
811,85.67654,,84.36278,405.52557,,14.244413,2.4597
812,83.798,,75.56401,405.99542,,14.1576,2.4869049
813,84.25295,,71.35341,406.51807,,17.38775,2.4887245
814,84.18684,,73.74891,406.98895,,18.972567,2.5076008
815,84.394394,,77.061584,407.5124,,20.103373,2.5113602
816,84.24983,,79.71218,407.98154,,19.842686,2.4827507
817,81.71293,,83.247406,408.50558,,19.074266,2.481238
818,84.10445,,85.04649,409.03073,,25.235687,2.427796
819,89.51062,,95.211914,409.49927,,29.229757,2.3766017
820,93.46966,,107.38717,410.02286,,22.197884,2.374058
821,96.320274,,112.61861,410.493,,16.481169,2.3645816
822,97.18998,,116.55289,411.0169,,21.819815,2.4073844
823,96.451584,,117.30827,411.48608,,26.326141,2.4116032
824,96.796974,,117.522865,412.00955,,24.899384,2.3613825
825,96.31583,,113.240105,412.48053,,22.770517,2.3477886
826,91.79559,,103.99441,413.00305,,21.771786,2.423909
827,89.04379,,96.3319,413.47296,,22.903185,2.4619641
828,89.782425,,98.326195,413.99634,,31.095217,2.4567964
829,88.71917,,98.58873,414.51968,,41.850224,2.4433768
830,86.90262,,88.05064,414.9892,,46.053802,2.3932996
831,86.03603,,74.45801,415.5125,,80.38971,2.3439238
832,84.239555,,71.119446,415.98306,,169.99615,2.3261642
833,82.975494,,77.29399,416.50653,,217.42937,2.3425794
834,83.63622,,82.29519,416.97534,,188.28539,2.3499596
835,84.98123,,84.656624,417.49994,,122.627014,2.3449864
836,86.07304,,82.07713,418.0246,,67.69834,2.3408468
837,87.643845,,80.63328,418.49335,,41.978313,2.3307457
838,89.342766,,80.69067,419.01688,,23.050283,2.320374
839,91.13615,,88.34139,419.48743,,19.174551,2.3565512
840,93.21394,,91.383095,420.0107,,16.273058,2.355931
841,92.009674,,80.84692,420.48022,,11.256729,2.3147666
842,90.10668,,72.48129,421.00363,,9.695233,2.3071957
843,91.814445,,73.94834,421.52695,,9.406099,2.2965674
844,92.342674,,77.05739,421.9969,,8.059328,2.301665
845,90.55166,,91.76608,422.5194,,12.883416,2.3812344
846,89.02055,,105.288124,422.99036,,21.577368,2.46978
847,90.4129,,102.87826,423.51376,,21.969858,2.4330373
848,93.23327,,103.65448,423.98303,,17.286757,2.3337455
849,95.125145,,108.065155,424.50693,,16.21715,2.319619
850,96.25287,,114.836525,424.9771,,17.173899,2.4045966
851,94.29521,,124.35659,425.50067,,17.062943,2.4938786
852,91.30983,,116.13804,425.96918,,17.656399,2.4923189
853,91.57542,,100.81828,426.4944,,17.622267,2.4169478
854,93.34033,,90.29287,427.01837,,14.3244,2.334854
855,92.76155,,84.44192,427.4875,,16.13943,2.3059654
856,90.78385,,89.4056,428.011,,31.401382,2.3914135
857,90.502785,,103.26667,428.48184,,36.20148,2.4921083
858,88.71689,,111.250916,429.00452,,45.2492,2.5302246
859,86.16732,,106.286095,429.4743,,85.48745,2.5233195
860,86.45748,,94.85641,429.99774,,121.48873,2.4862988
861,89.41075,,82.981445,430.5211,,100.36273,2.3790221
862,91.75631,,78.14998,430.99072,,101.758995,2.3195
863,91.149055,,75.96156,431.5138,,200.53114,2.319184
864,88.09546,,73.42492,431.98444,,453.04294,2.3294759
865,86.49666,,70.93199,432.50797,,613.403,2.3296018
866,88.02814,,67.94756,432.97687,,811.39813,2.3242142
